,title,answer
311,NullPointerException after checking with if statement,['java.lang.Throwable.getStackTrace']
312,"Java- method which returns generic type needs @SuppressWarnings(""unchecked"") and (T) new Result()","['java.lang.Class.getConstructor', 'java.lang.reflect.Constructor.newInstance']"
313,Creating Triangle button In Java,"['javax.swing.JComponent.paint', 'javax.swing.JComponent.contains']"
314,running an external jar using java,['java.lang.Runtime.exec']
315,What permissions are needed in the manifest file for an applet to communicate via Javascript,['java.security.AccessController.doPrivileged']
316,"Declaring floats, why default type double?",['java.lang.Math.round']
317,Is synchronized block always needed with synchronized collections?,['java.util.Collections.synchronizedMap']
318,Question about a weird Java regex behavior,"['java.util.regex.Matcher.find', 'java.util.regex.Matcher.lookingAt']"
319,Files.write appending string to text file,['java.lang.System.lineSeparator']
320,"ruby thread programming , ruby equivalent of java wait/notify/notifyAll",['java.lang.Thread.stop']
321,Converting an array of objects to an array of their primitive types,"['java.util.stream.IntStream.range', 'java.util.Arrays.asList']"
322,How to iterate a stream even if exceptions are thrown?,['java.util.concurrent.CompletableFuture.allOf']
323,What will i write inside my Class.forName if i have jdbc:mysql://localhost:3306,['java.lang.Class.forName']
324,How can the value of System.out be changed?,['java.lang.reflect.Field.set']
325,Display the value of swing timer,"['java.lang.String.format', 'java.util.Formatter.syntax']"
326,Getting familiar with Threads in Java: Why does this program's runtime increase with increasing number of threads,['java.lang.Math.random']
327,Possible to programmatically format text appended via stringBuffer.append()?,"['java.lang.StringBuilder.insert', 'java.lang.String.format']"
328,Java string to date conversion,"['java.time.LocalDate.parse', 'java.time.ZonedDateTime.parse', 'java.time.format.DateTimeFormatter.predefined', 'java.time.format.DateTimeFormatter.ofPattern', 'java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ISO', 'java.util.Locale.getDefault']"
329,How to get rid of duplicate entries in a comma separated string in java?,['java.util.Arrays.asList']
330,NullPointer when playing sound on Java,['java.lang.Class.getResource']
331,Clone() vs Copy constructor- which is recommended in java,['java.lang.Object.clone']
332,EAR lib's class throwing a ClassNotFoundException for a WAR member (different),['java.lang.Class.forName']
333,How to add a new line to text in Java?,['javax.swing.JMenuItem.JMenuItem']
334,A simple Java Race Condition,['java.lang.Thread.sleep']
335,Programme goes unresponsive at ServerSocket.accept - Java,['javax.swing.SwingUtilities.invokeLater']
336,Run a Java for a particular amout of time,"['java.lang.System.currentTimeMillis', 'java.lang.System.nanoTime']"
337,ANR in SurfaceView on specific devices only -- The only fix is a short sleep time,['java.lang.Thread.sleep']
338,Reading next line in Java,"['java.io.BufferedReader.readLine', 'java.io.ObjectInputStream.readObject']"
339,Regex Extract Lat and Long from GPGGA String,['java.lang.String.split']
340,Basic array initialization and sorting question,['java.util.Arrays.sort']
341,Java: Simply convert a decimal byte to a hexadecimal byte,['java.lang.Integer.toHexString']
342,Android:converting int to string and passing to methods,"['java.lang.String.valueOf', 'java.lang.Integer.toString']"
343,"Java starting, stopping and resuming threads","['java.lang.Thread.stop', 'java.lang.Thread.interrupted']"
344,Files.walk() OS-independency issue,"['java.nio.file.Path.startsWith', 'java.nio.file.Path.getFileName']"
345,Do different Java Compilers (where the vendor is different) produce different bytecode,['java.io.Serializable.skip']
346,Java NIO FileChannel versus FileOutputstream performance / usefulness,"['java.lang.Thread.interrupt', 'java.nio.channels.FileChannel.transferTo', 'java.nio.channels.FileChannel.transferFrom']"
347,Iterator of Object[],"['java.util.Arrays.stream', 'java.util.Arrays.asList']"
348,How can I compare objects using instanceof but Interface types (not passing exact class name.),['java.lang.Class.isInstance']
349,Java code to check if event timestamp falls in weekdays and business hours from 9:30 AM to 4:00 PM,"['java.util.TimeZone.setDefault', 'java.util.function.Predicate.test']"
350,Optimal solution of removing duplicates from an unsorted string,"['java.util.Map.remove', 'java.util.Map.put', 'java.util.Set.add', 'java.util.Set.remove']"
351,How to pass in initialized HashMap as param?,['java.util.Map.put']
352,IProxyService.setProxyData affects system properties,['java.lang.System.setProperty']
353,"JAVA If else process that quits if user input 1 is = 0, doesn't work",['java.lang.System.exit']
354,How to set a background picture in JPanel,['javax.imageio.ImageIO.read']
355,"Swing UI Testing Library Comparisons: FEST, WindowTester Pro, etc",['java.awt.Component.setName']
356,How to call a private method of a class in different package,['java.lang.reflect.Method.invoke']
357,Date and DateTime handling - A particular scenario fails,"['java.lang.System.currentTimeMillis', 'java.util.Calendar.getInstance']"
358,syncrhonize access on arrayList,['java.util.Collections.synchronizedList']
359,Missing @Override in Java Libraries,['java.lang.annotation.RetentionPolicy.SOURCE']
360,What different sorting algorithms are available in Java 6?,"['java.util.Collections.sort', 'java.util.Arrays.sort']"
361,Parsing Phone Number without the use of split,['index.java']
362,How to cancel pending items from a ScheduledThreadPoolExecutor?,"['java.util.concurrent.ScheduledThreadPoolExecutor.shutdownNow', 'java.util.concurrent.ScheduledExecutorService.schedule', 'java.util.concurrent.Future.cancel']"
363,Timer inside while loop,['java.lang.Thread.sleep']
364,Many delete queries in single JDBC query,"['java.sql.Statement.addBatch', 'java.sql.Connection.rollback', 'java.sql.Statement.executeBatch']"
365,How to specify UTC timezone for Spring Boot JPA Timestamp,['java.sql.Timestamp.toLocalDateTime']
366,Where to put a file to read from a class under a package in java?,"['java.lang.Class.getResource', 'java.lang.System.getProperty']"
367,Class SubList() must either be called abstract or implement abstract method 'listIterator' in 'List',['java.util.List.listIterator']
368,How to control the capitalization of month and day names returned by DateFormat?,['java.time.Month.from']
369,Fixing a nullpointerexception in Java,['java.io.DataOutput.writeUTF']
370,Will this code run in UI thread?,['javax.swing.SwingUtilities.isEventDispatchThread']
371,How to retrieve ImageIcon elements from Vector Strings?,"['javax.swing.JLabel.setIcon', 'javax.imageio.ImageIO.read']"
372,Dynamic classloading using only a String,['java.lang.ClassLoader.findClass']
373,How to use Java properties file to define objects and set the properties for the object?,['java.lang.Class.forName']
374,JAVA type mismatch errors when using Class.forName on generics,['java.lang.Class.forName']
375,Comparing By Value in Java8 returning weird results,['java.util.stream.Collectors.toSet']
376,"When using Java's FileLock, is it ok to let close() to automatically do a lock.release()?",['java.io.FileInputStream.close']
377,Draw background region on paper,"['java.awt.print.PrinterJob.pageDialog', 'java.awt.Graphics2D.fill']"
378,Check if a file is an image,['java.lang.Runtime.exec']
379,Clarity about Methods and ArrayList,"['java.util.Collection.addAll', 'java.lang.Class.getMethod', 'java.lang.reflect.Method.invoke', 'java.util.Collection.add']"
380,unlinking copied instance variables in java,['java.lang.System.arraycopy']
381,No suitable driver found for jdbc?,['java.lang.Class.forName']
382,How to use Java 7+ 'Objects.hash()' with arrays?,"['java.util.Arrays.hashCode', 'java.util.Objects.hash', 'java.util.Arrays.deepHashCode']"
383,"How to represent ""&nbsp;"" as a delimiter for Scanner",['java.lang.Character.isWhitespace']
384,What is System.out exactly?,"['java.lang.System.setErr', 'java.lang.System.setIn', 'java.lang.System.setOut']"
385,How to compare two URLs in java?,"['java.net.URI.equals', 'java.net.URL.equals']"
386,System Tray temporary file shutdown hook,"['java.lang.Runtime.addShutdownHook', 'java.io.File.deleteOnExit']"
387,Empty list: What is the difference between Arrays.asList() and Collections.emptyList()?,"['java.util.Collections.emptyList', 'java.util.Arrays.asList']"
388,Type mismatch when sorting 2D array,['java.util.Arrays.sort']
389,How to filter NullString In Java,['java.lang.String.isEmpty']
390,Copy contents of an int Array to a double Array in Java?,['java.lang.System.arraycopy']
391,How to print a set of for-looped arrays in a JOptionPane?,['javax.swing.JOptionPane.showMessageDialog']
392,Java thinks I want to convert char to String using Integer.parseInt(),['java.lang.Integer.parseInt']
393,Position in array not allowed to be int,['java.lang.String.compareTo']
394,How to sort List of User-defined type in Java?,['java.util.Collections.sort']
395,Inject Maven parameter into Java class,['java.util.Properties.load']
396,Java / parse Object and load its fields into JTree,['java.lang.Class.getDeclaredFields']
397,Best way to indicate no change on row update with Java PreparedStatement,['java.sql.Connection.prepareStatement']
398,Delete Files with same Prefix String using Java,"['java.nio.file.Files.list', 'java.io.File.listFiles']"
399,Immutable Object with ArrayList member variable - why can this variable be changed?,['java.util.Collections.unmodifiableList']
400,NextInt giving Force close,['java.util.Random.nextInt']
401,Java list : get next or previous element from an identifier,"['java.util.List.get', 'java.util.List.indexOf']"
402,Storing number of 1's in binary representation of an int array in another array,['java.lang.Integer.bitCount']
403,Data lookup method for small data set with Java?,"['java.util.List.equals', 'java.util.Arrays.asList']"
404,Is there anything wrong with using I/O + ManagedBlocker in Java8 parallelStream()?,"['java.lang.Thread.sleep', 'java.util.stream.IntStream.range']"
405,Java Arrays.asList(columnes).contains() return false,['java.util.Arrays.asList']
406,"Method didn't throw UnsupportedOperationException, eventhough it should",['java.util.Arrays.asList']
407,Any Way To Check For Client Peer Certificate Without Throwing Exception?,['javax.net.ssl.SSLSession.getPeerCertificates']
408,How do I format a number in Java?,['java.lang.String.format']
409,What Spring does when it finds two beans with same name?,['java.lang.Class.getMethods']
410,how to check protocol present in url or not?,"['java.lang.String.startsWith', 'java.net.URL.toString']"
411,Java scanner nextInt(16) does not accept negative hex values,"['java.util.Scanner.nextInt', 'java.lang.Integer.parseInt']"
412,ParseInt raises exception when reading numeric output of StringBuffer,"['java.lang.String.replaceAll', 'java.lang.String.trim']"
413,Is there a way to set the entity expansion limit in woodstox?,['javax.xml.stream.XMLInputFactory.setProperty']
414,Java charAt() String index out of range: 5,['java.lang.StringBuilder.reverse']
415,How to make a Java thread wait for another thread's output?,"['java.util.concurrent.Executors.newWorkStealingPool', 'java.util.concurrent.ExecutorService.invokeAll', 'java.util.concurrent.Future.get']"
416,Is there a way to let the enum return the value without method,['java.lang.String.format']
